id	text	label
LLM_SEX_002167	এইসব মাগীগুলো শুধু নিজেদের নোংরামি ছড়াতে পারে, খেলার নামে নাটক।	Sexism
LLM_SEX_002168	দেশের গুরুত্বপূর্ণ সিদ্ধান্ত নেওয়ার জন্য মেয়েদের আবেগপ্রবণ মন উপযুক্ত নয়।	Sexism
LLM_SEX_002169	অফিসে নতুন মেয়েটা এসে শুধু ছেলেদের মনোযোগ কাড়তে চায়, কাজ করবে কখন?	Sexism
LLM_SEX_002170	মেয়েরা ভালো ইঞ্জিনিয়ার হতে পারে না, কারণ তাদের মন ছোটখাটো বিষয়ে আটকে থাকে।	Sexism
LLM_SEX_002171	এত রাতে একা বাইরে বেরোলে তো এমনটা হবেই, দোষ মেয়েদেরই।	Sexism
LLM_SEX_002172	মেয়েদের যেকোনো বড় সিদ্ধান্ত নিতে অন্যের সাহায্য লাগে, ওরা একা কিছু পারে না।	Sexism
LLM_SEX_002173	সৃষ্টির নিয়ম ভেঙে যারা লিঙ্গ পরিবর্তন করে, তারা সমাজের অসুস্থতা।	Sexism
LLM_SEX_002174	এসব হিজড়া সেজে ভিক্ষে করা ছাড়া আর কিছু না, অভিনয় ভালোই জানে।	Sexism
LLM_SEX_002175	ছেলে হয়ে মেয়ের মতো পোশাক পরে নিজেকে তৃতীয় লিঙ্গ বলাটা হাস্যকর।	Sexism
LLM_SEX_002176	ঈশ্বর নারী বা পুরুষ বানিয়েছেন, এর বাইরে সবটাই বিকৃতি।	Sexism
LLM_SEX_002177	আজকাল ফ্যাশন হয়ে গেছে লিঙ্গ পরিবর্তন করা, আসল মানুষ তো নয়।	Sexism
LLM_SEX_002178	এরা নিজেদের মানসিক অসুস্থতার জন্য সমাজে লিঙ্গ বিভ্রাট ছড়াচ্ছে।	Sexism
LLM_SEX_002179	এই তথাকথিত 'তৃতীয় লিঙ্গের' লোকেরা সমাজের কীট, এদের কোনো জায়গা নেই।	Sexism
LLM_SEX_002180	কেউ কিভাবে নিজের পরিচয় পাল্টে ফেলে? এটা তো প্রকৃতির বিরুদ্ধে যুদ্ধ।	Sexism
LLM_SEX_002181	ছেলেটা মেয়ে সাজলেই কি মেয়ে হয়ে যায় নাকি? এসব ভণ্ডামি বন্ধ করুক।	Sexism
LLM_SEX_002182	শিশুদের সামনে এসব তৃতীয় লিঙ্গের কর্মকাণ্ড দেখলে ওরা কী শিখবে?	Sexism
LLM_SEX_002183	উনি তো সবে বিয়ে করেছেন, এখন কি আর অফিস সামলাতে পারবেন?	Sexism
LLM_SEX_002184	মহিলাদের এত উচ্চাকাঙ্ক্ষা ভালো নয়, সংসারটা কে দেখবে?	Sexism
LLM_SEX_002185	ও তো হাসিমুখে কথা বলে, নিশ্চয়ই বসের সাথে খাতির আছে।	Sexism
LLM_SEX_002186	অফিসে শর্ট ড্রেস পরে এলে ছেলেরা তো তাকাবেই।	Sexism
LLM_SEX_002187	আরে ও তো শুধু দেখতে ভালো তাই প্রমোশন পায়, কাজ তো কিছু পারে না।	Sexism
LLM_SEX_002188	ওর সিদ্ধান্তগুলো সবসময় আবেগের বশে হয়, কাজের ক্ষেত্রে মেয়েদের মন চলে না	Sexism
LLM_SEX_002189	মেয়েদেরকে উচ্চ পদে বসিয়ে লাভ নেই, তারা শুধু কফি বানাতে আর ফাইল গোছাতে পারে।	Sexism
LLM_SEX_002190	ওদেরকে কঠিন কোনো কাজ দিও না, সামান্য চাপেই হাউমাউ করে কেঁদে দেবে।	Sexism
LLM_SEX_002191	মেয়েরা যতই ডিগ্রি অর্জন করুক না কেন, শেষমেশ তো স্বামীর পদতলে থাকতেই হবে।	Sexism
LLM_SEX_002192	মেয়েরা নিজেদের শরীর বেচে নাম করে, তারপর সমাজের কাছে সম্মান চায়।	Sexism
LLM_SEX_002193	এই ম্যাডামের শুধু ন্যাকামো আর ঢং, এত সাজগোজ করে বক্তৃতা দিতে আসে নাকি তামাশা করতে?	Sexism
LLM_SEX_002194	নারী বিচারপতিদের সিদ্ধান্তগুলো সবসময় পক্ষপাতদুষ্ট হয়, তারা আবেগ দিয়ে চলে।	Sexism
LLM_SEX_002195	নারীরা শুধু অভিযোগ করতে জানে, সমস্যার সমাধানে তাদের কোনো ভূমিকা নেই।	Sexism
LLM_SEX_002196	মেয়েরা যদি রাতে একা বের না হত, তাহলে ধর্ষণ অর্ধেক কমে যেত।	Sexism
LLM_SEX_002197	ঘরে বসে রান্না করা আর সন্তান সামলানোই মেয়েদের আসল কাজ, বাইরে এত ঘুরে কী লাভ?	Sexism
LLM_SEX_002198	যে মেয়েদের চোখ এত চঞ্চল, তাদের চরিত্র ভালো হতে পারে না।	Sexism
LLM_SEX_002199	নারীদের মতামত তো ক্ষণে ক্ষণে বদলায়, যেমন তাদের মেজাজ।	Sexism
LLM_SEX_002200	ওই মহিলা তো শুধু পুরুষের শেখানো বুলি আওড়াচ্ছে, নিজের বুদ্ধি কোথায়?	Sexism
LLM_SEX_002201	এই বিতর্ক তার জন্য নয়, সে বরং রান্নাঘরেই মানায়।	Sexism
LLM_SEX_002202	তার আইডিয়া শুনে কী হবে? সব তো আবেগপ্রবণ কথা।	Sexism
LLM_SEX_002203	বুদ্ধি থাকলে কি আর এভাবে রাস্তায় এসে বক্তৃতা দিতো?	Sexism
LLM_SEX_002204	নারী নেতৃত্ব মানেই বিশৃঙ্খলা, সুশাসন নয়।	Sexism
LLM_SEX_002205	তার সব সিদ্ধান্ত তো গুজবের উপর ভিত্তি করে, যুক্তির ধার ধারে না।	Sexism
LLM_SEX_002206	মেয়েদের হাতে টাকা দেওয়া মানেই সব পোশাকে শেষ করা, হিসেব তো বোঝেই না।	Sexism
LLM_SEX_002207	মেয়েদেরকে যখন নেতা হতে দেওয়া হয়, তখন এমন ফলই হয়।	Sexism
LLM_SEX_002208	ডিগ্রি থাকলেই কি আর বুদ্ধি হয়? সাধারণ জ্ঞান তো শূন্য।	Sexism
LLM_SEX_002209	মেয়েরা নাকি এখন দেশ চালাবে? এদের তো হাঁড়ি পাতিল সামলাতেই দিন যায়।	Sexism
LLM_SEX_002210	এইসব মেয়েদের জন্মই হয়েছে পুরুষের মনোরঞ্জন করার জন্য।	Sexism
LLM_SEX_002211	অশালীন পোশাক পরলে এমন কথা শুনতে হবেই, তাতে কান্নাকাটির কী আছে?	Sexism
LLM_SEX_002212	মেয়েদের মাথা তো কাঁঠাল গাছের মতো, শুধু ফল ঝরায়।	Sexism
LLM_SEX_002213	একজন নারী CEO? নিশ্চয়ই এটা কোনো পুরুষকে খুশি করার ফল।	Sexism
LLM_SEX_002214	নারীরা তো প্রতি মাসেই পাগল হয়ে যায়, এদের সিদ্ধান্ত কে বিশ্বাস করবে?	Sexism
LLM_SEX_002215	এইসব মেয়েরা পাবলিক প্লেসে এসে শুধু চিল্লাচিল্লি করে।	Sexism
LLM_SEX_002216	যে নারীর হাসি এত ছ্যাবলামি, তার চরিত্রও নির্লজ্জ।	Sexism
LLM_SEX_002217	হিজড়া সেজে এখন সুবিধা আদায় করা খুব সহজ, আসলে তো সব ভান।	Sexism
LLM_SEX_002218	বউকে শাসন না করলে সে তো মাথায় চড়বেই, যেমন এখন এই মহিলা।	Sexism
LLM_SEX_002219	নারীর কাজ শুধু রান্নাঘর আর বিছানা, বাইরে এসে কেন এত জ্ঞান বিতরণ	Sexism
LLM_SEX_002220	পুরুষ ছাড়া এদের জীবন অচল, বিয়ের পর স্বামীর ঘরই তাদের আসল পরিচয়।	Sexism
LLM_SEX_002221	মেয়েদের কাজ হলো সংসার চালানো, দেশের নীতি নির্ধারণ তাদের আবেগপূর্ণ মস্তিষ্কের কাজ নয়।	Sexism
LLM_SEX_002222	রাস্তায় এমন পোশাক পরে বেরোলে ছেলেরা তো দেখবেই, দোষ ছেলেদের নয়।	Sexism
LLM_SEX_002223	শুধু মিষ্টি কথা আর হাসিমুখেই যদি বড় পদ পাওয়া যায়, তাহলে সবাই তো নারী হয়ে যেত।	Sexism
LLM_SEX_002224	এদেরকে তৃতীয় লিঙ্গ বলে না, এটা একটা মানসিক ব্যাধি যা সমাজের সুস্থতাকে নষ্ট করছে।	Sexism
LLM_SEX_002225	মেয়েদের রান্নাঘরেই মানায়, দেশের অর্থনীতি তাদের কাজ নয়।	Sexism
LLM_SEX_002226	ওরা শুধু সাজুগুজু করতে জানে, একটা ভালো রান্না করতে পারে না।	Sexism
LLM_SEX_002227	ঘরের কাজ ছেড়ে বাইরে কীসের এত বাহাদুরি? আগে রান্না সামলাক।	Sexism
LLM_SEX_002228	পুরুষ মানুষ বাইরে থেকে আয় করে, আর নারীরা ঘরে বসে রান্নাও করবে না?	Sexism
LLM_SEX_002229	যে মেয়ে ভালো রাঁধতে জানে না, সে স্বামীর মনও জয় করতে পারে না।	Sexism
LLM_SEX_002230	সব মেয়েদের একটাই গুণ, শুধু রান্নার তেল পোড়ানো আর ঘর নোংরা করা।	Sexism
LLM_SEX_002231	রান্নাঘরের কাজ যে পারে না, তার আবার কিসের বুদ্ধি?	Sexism
LLM_SEX_002232	এই মহিলা তো শুধু স্বামীর টাকায় চলে, নিজে কি রান্নাও করে না?	Sexism
LLM_SEX_002233	নারীর আসল সৌন্দর্য তার হাতের রান্নায়, মুখে রঙ মেখে কী লাভ?	Sexism
LLM_SEX_002234	সংসার সামলানো মেয়েদের জন্মগত কাজ, এটা নিয়ে আবার অভিযোগ কিসের?	Sexism
LLM_SEX_002235	মেয়েদের কাজ শুধু সন্তান জন্ম দেওয়া আর ঘরে শান্তি বজায় রাখা, বাইরে গিয়ে পুরুষদের সাথে পাল্লা দেওয়া তাদের কাজ নয়।	Sexism
LLM_SEX_002236	ধর্মীয় বিষয়ে মেয়েদের জ্ঞান সীমিত, তাই তাদের মতামত এখানে গুরুত্বহীন।	Sexism
LLM_SEX_002237	যে মেয়েরা পর্দার তোয়াক্কা করে না, তাদের চরিত্র নিয়ে প্রশ্ন ওঠাই স্বাভাবিক।	Sexism
LLM_SEX_002238	এই মেয়েটা তো অন্যের ঘরের বউ, ওর নিজের কোনো সত্তা নেই। স্বামীর ইচ্ছাই ওর ইচ্ছা।	Sexism
LLM_SEX_002239	মেয়েদের মন কখন কার দিকে যায়, কেউ জানে না। পরপুরুষ দেখলেই তো লালায়িত হয়।	Sexism
LLM_SEX_002240	এত খোলামেলা পোশাকে রাস্তায় বেরোলে তো ছেঁড়া কলাপাতা হবেই, সম্মান থাকবে কীভাবে?	Sexism
LLM_SEX_002241	নারীরা তো ভোগের পণ্য, তাদের শরীরটাই আসল পরিচয়।	Sexism
LLM_SEX_002242	এরা এত সহজে বড় পদ পায় শুধু বিছানা গরম করতে পারলেই।	Sexism
LLM_SEX_002243	যার চরিত্র একবার নষ্ট হয়েছে, সে আর কখনোই ভালো হয় না।	Sexism
LLM_SEX_002244	পুরুষদের ফাঁদে ফেলার জন্য মেয়েদের চোখের ইশারাই যথেষ্ট।	Sexism
LLM_SEX_002245	আধুনিকতার নামে এখন মেয়েরা যা করে, তা সরাসরি পতিতাবৃত্তির শামিল।	Sexism
LLM_SEX_002246	বয়স বাড়লে তো আর কেউ ফিরে তাকাবে না, এখন থেকেই শরীর দেখিয়ে আয় কর।	Sexism
LLM_SEX_002247	মেয়েরা যদি এত ঢং না করত, তাহলে পুরুষদের মনও এত চঞ্চল হতো না।	Sexism
LLM_SEX_002248	এক পুরুষে কোন মেয়ের মন ভরে না, এদের মন তো পাঁচজনের সাথে চলে।	Sexism
LLM_SEX_002249	মেয়েদের গাড়ি চালানো মানে রাস্তার বিপদ বাড়ানো, এদের হাতে স্টিয়ারিং কেন দেয় বুঝি না।	Sexism
LLM_SEX_002250	এই মহিলার তো কথায় কথায় চোখে জল আসে, দেশের বড় সিদ্ধান্ত নেবার ক্ষমতা আছে নাকি?	Sexism
LLM_SEX_002251	মেয়েরা একত্রিত হলে শুধু পরের চর্চা আর কুটনামি ছাড়া আর কিচ্ছু করে না।	Sexism
LLM_SEX_002252	বয়স তো বাড়ছে, বিয়ে করে সংসার ধর্ম পালন না করে শুধু ডিগ্রী নিয়ে কী হবে?	Sexism
LLM_SEX_002253	এই চিকন গলায় এত চিল্লাচিল্লি না করে ঘরে গিয়ে কাজ করলেই ভালো হত।	Sexism
LLM_SEX_002254	মেয়েরা পারফিউম লাগায় শুধু পুরুষদের মাথা ঘুরিয়ে দেওয়ার জন্য।	Sexism
LLM_SEX_002255	মেয়েদের হাতে কোনো ব্যবসা সফল হতে পারে না, তারা আবেগ দিয়ে সিদ্ধান্ত নেয়।	Sexism
LLM_SEX_002256	আজকাল মেয়েরা ঘরে মন না দিয়ে বাইরে ছোটে বলেই সংসার ভাঙে।	Sexism
LLM_SEX_002257	একটা বয়সের পর অবিবাহিত মেয়েরা তো এমনই নষ্ট হয়ে যায়, এদের আর বিশ্বাস নেই।	Sexism
LLM_SEX_002258	নারীর কথা তো শুনতে হয়, কিন্তু মেনে চলার মতো কিছু থাকে না।	Sexism
LLM_SEX_002259	এই মেয়ের তো শুধু মুখের জোর, এত আবেগ দিয়ে কি আর বড় কাজ হয়?	Sexism
LLM_SEX_002260	সাফল্যের পিছনে নিশ্চয়ই কোনো পুরুষ ছিল, এসব মেয়েরা একা কিছু করতে পারে না।	Sexism
LLM_SEX_002261	ঘরের কাজ ফেলে বাইরে এসে শুধু লাইমলাইটে থাকতে চায়, সংসারটা গোল্লায় যাক।	Sexism
LLM_SEX_002262	এত সাজগোজ করে কাজের জায়গায় আসে, নিশ্চয়ই কাজ না করে পুরুষের নজর কাড়তে চায়।	Sexism
LLM_SEX_002263	মেয়েরা নেতা হলে তো দেশ রসাতলে যাবে, ওদের তো দূরদর্শিতা নেই।	Sexism
LLM_SEX_002264	এই পদে আসার জন্য নিশ্চয়ই অনেক তেল মেরেছে, যোগ্যতা তো নেই।	Sexism
LLM_SEX_002265	সমাজে এত নাম কামাচ্ছে, অথচ লজ্জা-শরমের লেশমাত্র নেই।	Sexism
LLM_SEX_002266	এই মহিলা তো শুধু নিজের শরীর বেচে খেতাব কিনেছে, আর কিচ্ছু না।	Sexism
LLM_SEX_002267	ওর মুখের কথা শুনতে চাই না, মহিলাদের কথায় শুধু কান্নাকাটি আর অভিযোগ থাকে।	Sexism
LLM_SEX_002268	এসব পুরুষালী কাজ মেয়েদের জন্য নয়, ঘরে গিয়ে সুঁই-সুতো নিয়ে বসুক।	Sexism
LLM_SEX_002269	মেয়েদের মন নরম, তারা কঠিন দায়িত্ব সামলাতে পারে না।	Sexism
LLM_SEX_002270	যে নারী সংসার সামলাতে পারে না, তার বাইরে সফল হওয়ার মিথ্যা দাবি হাস্যকর।	Sexism
LLM_SEX_002271	এত খোলামেলা পোশাক পরলে পুরুষের নজর তো পড়বেই, কেন শুধু শুধু ভান করো?	Sexism
LLM_SEX_002272	এদের কাজই হল শুধু পুরুষদের উত্যক্ত করা আর সমাজে অশান্তি সৃষ্টি করা।	Sexism
LLM_SEX_002273	নিজেদের শরীর কেটেকুটে বিকৃত করে এরা সমাজের চোখে সহানুভূতি আদায় করতে চায়।	Sexism
LLM_SEX_002274	নারী বস মানেই অফিসে শুধু গুজব আর বিবাদ, কাজের বারোটা বাজে।	Sexism
LLM_SEX_002275	যতই পড়াশোনা করুক না কেন, শেষ পর্যন্ত তো অন্যের বাড়িতে গিয়ে ঘর গোছাতে হবে।	Sexism
LLM_SEX_002276	মহিলাদের মেজাজ তো সকালে একরকম, দুপুরে আরেকরকম; এদের কথায় কে বিশ্বাস করবে?	Sexism
LLM_SEX_002277	মেয়েদের মূল্য শুধু তাদের রূপ আর পুরুষের সেবাতেই, এর বাইরে তাদের আর কোনো যোগ্যতা নেই।	Sexism
LLM_SEX_002278	সমাজের সুস্থ পরিবেশ নষ্ট করছে এসব ভুয়া তৃতীয় লিঙ্গের মানুষেরা।	Sexism
LLM_SEX_002279	মেয়েরা স্টিয়ারিং ধরলেই জানে মারে, এদের রাস্তায় নামা বন্ধ করা উচিত।	Sexism
LLM_SEX_002280	নারী পরিচালকদের সিদ্ধান্তগুলো সবসময় ব্যক্তিগত পছন্দের উপর ভিত্তি করে হয়, বাস্তবতার সাথে সম্পর্ক নেই।	Sexism
LLM_SEX_002281	একজন পুরুষের সাহায্য ছাড়া কোনো নারী সফল হতে পারে না, তারা শুধু অন্যের সিঁড়ি হিসেবে ব্যবহৃত হয়।	Sexism
LLM_SEX_002282	ছেলেরা কেন ভুল করবে? মেয়েরা যদি নিজেদের সংযত রাখত, তবে এমন কিছু ঘটতো না।	Sexism
LLM_SEX_002283	মেয়েরা এত পড়াশোনা করে কী হবে? শেষমেশ তো অন্যের বাড়ি গিয়েই ঝি-এর কাজ করবে।	Sexism
LLM_SEX_002284	দু'জন নারী এক হলে শুধু পরচর্চা আর সাজুগুজু নিয়েই কথা বলবে, কাজের কথা নেই।	Sexism
LLM_SEX_002285	মেয়েরা ক্রিকেট খেলে? ব্যাট ধরারও শক্তি নেই, শুধু মাঠে এসে তামাশা করে।	Sexism
LLM_SEX_002286	নারী প্রধানমন্ত্রী দেশের সিদ্ধান্তগুলো চোখের জলে নেবে, যুক্তি দিয়ে নয়।	Sexism
LLM_SEX_002287	এই মহিলা সাংবাদিকরা শুধু নিজেদের চেহারা দেখাতে আসে, খবর তো পুরুষরাই জোগাড় করে।	Sexism
LLM_SEX_002288	মেয়েদের কান্না তো সবসময়ই নাটক, একটু সহানুভূতি আদায় করার ফন্দি মাত্র।	Sexism
LLM_SEX_002289	এইসব নারী মন্ত্রীরা তো শুধু পুরুষদের পুতুল হয়ে বসে আছে, নিজেরা কোনো কাজ পারে না।	Sexism
LLM_SEX_002290	মেয়েদের এত রাতে বাইরে বেরোনোর দরকার কী? যা হয় নিজের দোষেই হয়।	Sexism
LLM_SEX_002291	বিয়ে না করে শুধু ডিগ্রী নিয়ে কী লাভ? ঘরে একটা পুরুষকে সুখ দিতে পারলেই জীবন সার্থক।	Sexism
LLM_SEX_002292	তার মতো মেয়েদের তো চরিত্র বলে কিছু নেই, সুযোগ পেলেই অন্য পুরুষের দিকে ঝাঁপায়।	Sexism
LLM_SEX_002293	এই নারী তো শুধু সাজুগুজু আর ফ্যাশন বোঝে, দেশের অর্থনীতি নিয়ে ওর কী জ্ঞান?	Sexism
LLM_SEX_002294	এই তথাকথিত তৃতীয় লিঙ্গ আসলে একটা নাটক, সুবিধা আদায়ের জন্য পুরুষ সেজে মেয়েদের মতো ঢং করে।	Sexism
LLM_SEX_002295	শরীর দেখিয়ে ভাইরাল হতে চায়, এদের লজ্জা-শরম নেই।	Sexism
LLM_SEX_002296	নারীর মন তো বাতাসের মতো, ক্ষণে ক্ষণে বদলায়, এদের উপর ভরসা করা যায় না।	Sexism
LLM_SEX_002297	এইসব দুর্বল মহিলাদের দিয়ে ভারি কাজ করানো যাবে না, একটুতেই ভেঙে পড়বে।	Sexism
LLM_SEX_002298	এক টাকার নর্তকীও এর চেয়ে বেশি সম্মান পায়।	Sexism
LLM_SEX_002299	মেয়েদের উচ্চাকাঙ্ক্ষা মানেই সংসারকে ছোট করা, এদের দ্বারা কোনো ঘর শান্তিতে থাকে না।	Sexism
LLM_SEX_002300	মহিলাদের রাজনীতিতে আসা মানেই দেশের বারোটা বাজানো, এদের আবেগপ্রবণ কথায় দেশ চলে না।	Sexism
LLM_SEX_002301	নারীর আসল কর্তব্য তার স্বামী ও সন্তানের সেবা করা, বাইরে ঘোরাঘুরি করে শুধু সমস্যাই বাড়ায়।	Sexism
LLM_SEX_002302	আধুনিকতার নামে মেয়েরা এখন ছেলেদের মতো আচরণ করে, লজ্জা-শরম সব ভুলে গেছে।	Sexism
LLM_SEX_002303	এইসব তথাকথিত 'কর্মজীবী' নারী শুধু পুরুষের নজর কাড়তে অফিসে যায়, কাজ তাদের অজুহাত মাত্র।	Sexism
LLM_SEX_002304	বর্তমানে সংসার ভাঙার প্রধান কারণ হলো মেয়েদের চাকরি করার ইচ্ছা, এরা পুরুষদের সমান হতে চায়।	Sexism
LLM_SEX_002305	মেয়েদের এত উচ্চশিক্ষা দিয়ে কী হবে? শেষমেশ তো অন্যের বাড়ি গিয়ে হেঁশেলই ঠেলতে হবে।	Sexism
LLM_SEX_002306	কাজের জায়গায় এমন ফ্যাশন করা পোশাক পরা মানেই কাজের চেয়ে শরীর দেখানোই প্রধান উদ্দেশ্য।	Sexism
LLM_SEX_002307	ভারী কাজ বা বড় কোনো সিদ্ধান্ত নেওয়া মেয়েদের কাজ নয়, তারা শুধু হালকা বিষয়েই পারদর্শী।	Sexism
LLM_SEX_002308	যে মেয়ে নিজেই নিজেকে সামলাতে পারে না, তার আবার কিসের স্বাধীনতা? পুরুষ ছাড়া এরা অচল।	Sexism
LLM_SEX_002309	মেয়েরা শুধু মুখে রঙ মেখে সুন্দর হতে চায়, আসল চরিত্র তো সবারই জানা।	Sexism
LLM_SEX_002310	একটা মেয়ে যখন পদে বসে, তখন সে যুক্তি দিয়ে নয়, মন দিয়ে বিচার করে, তাই দেশ এগোয় না।	Sexism
LLM_SEX_002311	নারীর কাজ সন্তান লালন পালন, অফিসে বসে পুরুষের সাথে পাল্লা দেওয়া তাদের সাজে না।	Sexism
LLM_SEX_002312	মেয়েদের কথায় বিশ্বাস নেই, আজ এক কথা তো কাল আরেক কথা, এরা বড্ড স্বার্থপর।	Sexism
LLM_SEX_002313	মেয়েদের দিয়ে ভারী কাজ হয় না, ওরা তো একটুতেই হাঁপিয়ে ওঠে।	Sexism
LLM_SEX_002314	এই মহিলা সিইও? অফিসের গুরুত্বপূর্ণ মিটিংয়েও তো দেখি শুধু সাজগোজ আর কফি নিয়ে ব্যস্ত থাকে।	Sexism
LLM_SEX_002315	মেয়েরা যখন বস হয়, তখন শুধু ব্যক্তিগত পছন্দ-অপছন্দ দিয়েই চলে, কাজের যুক্তি বোঝে না।	Sexism
LLM_SEX_002316	মেয়েদের মতামত তো শুধু কান ঝালাপালা করা গল্প, কাজের কথা তাদের মুখে আসে না।	Sexism
LLM_SEX_002317	মেয়েদের এত ইংরেজি শিখে কী হবে? শেষ পর্যন্ত তো ছেলের বউ হয়ে ভাতই রাঁধতে হবে।	Sexism
LLM_SEX_002318	কর্মক্ষেত্রে এত খোলামেলা পোশাক পরা মানেই ছেলেদের মনোযোগ নষ্ট করা, কাজের পরিবেশ নষ্ট করা।	Sexism
LLM_SEX_002319	এই মহিলার শুধু চেহারাই আছে, রাজনীতিতে মেধার দরকার হয়, রূপের নয়।	Sexism
LLM_SEX_002320	মেয়েরা সংসদে আসে শুধু নিজেদের সাজুগুজু দেখাতে, দেশের ভালোর জন্য নয়।	Sexism
LLM_SEX_002321	নেতৃত্বের জন্য পুরুষরাই সেরা, নারীরা তো শুধু পুরুষদের সিদ্ধান্তকে সমর্থন করতে পারে।	Sexism
LLM_SEX_002322	একটা সামান্য ঘর সামলাতে পারে না, এরা আবার দেশ চালানোর স্বপ্ন দেখে!	Sexism
LLM_SEX_002323	এদের রাজনৈতিক মতামত শুধুই আবেগের বশে, বাস্তবতার সাথে কোনো সম্পর্ক নেই।	Sexism
LLM_SEX_002324	যে নারী ঘরের কাজ ফেলে বাইরে ছোটে, সে স্বামী-সন্তান কাউকেই সুখ দিতে পারে না।	Sexism
LLM_SEX_002325	এই পদের জন্য নিশ্চয়ই অনেক দেনদরবার করেছে, যোগ্যতা দিয়ে তো সম্ভব নয়।	Sexism
LLM_SEX_002326	মেয়েদের কথা তো শুধু কান্নাকাটি আর অভিযোগের, এদের দিয়ে কোনো কাজের সমাধান হয় না।	Sexism
LLM_SEX_002327	আগে রান্নাঘরের দক্ষতা দেখাক, তারপর রাজনীতিতে আসুক।	Sexism
LLM_SEX_002328	এদের মতো নারীদের উচ্চাকাঙ্ক্ষা মানেই সমাজের ভারসাম্য নষ্ট করা।	Sexism
LLM_SEX_002329	যে মায়েরা সকালে সন্তানকে ফেলে অফিসে ছোটে, তারা শুধু নিজেদের স্বার্থ দেখে, সন্তানের ভবিষ্যৎ নয়।	Sexism
LLM_SEX_002330	সারাদিন ঘরে বসে রান্নাবান্না ছাড়া আর কিচ্ছু জানে না, স্বামীর টাকায় ফুটানি করা ছাড়া এদের আর কী কাজ?	Sexism
LLM_SEX_002331	ক্যারিয়ারের পেছনে ছোটা নারীরা কখনো ভালো মা হতে পারে না, মায়ের স্নেহ দিতে সময় কই?	Sexism
LLM_SEX_002332	যেসব নারী শুধু ঘরের কোণে আটকে থাকে, তারা দুনিয়া সম্পর্কে কী বুঝবে? তাদের মতামত মূল্যহীন।	Sexism
LLM_SEX_002333	স্বামী আছে কিসের জন্য? ঘরে বসে রাজার হালে জীবন কাটাবে, বাইরে গিয়ে পুরুষদের সাথে পাল্লা দেওয়া কেন?	Sexism
LLM_SEX_002334	সন্তানকে ডে-কেয়ারে রেখে যারা নিজেকে আধুনিক মা ভাবে, তারা আসলে সন্তানের প্রতি চরম অবিচার করে।	Sexism
LLM_SEX_002335	ঘরে বসে থাকার জন্য এত পড়াশোনা কেন? সেই তো স্বামী-সন্তানের উপর নির্ভরশীল হয়ে বাঁচবে।	Sexism
LLM_SEX_002336	প্রকৃতি নারীজাতিকে সৃষ্টিই করেছে সংসার আর সন্তান পালনের জন্য, বাইরে গিয়ে পুরুষালী কাজ করা তাদের জন্য নয়।	Sexism
LLM_SEX_002337	কর্মজীবী মায়েরা নিজেদের উচ্চাকাঙ্ক্ষা পূরণের জন্য ঘর-সংসারকে অবহেলা করে, যার ফল ভোগ করে নিরীহ স্বামী-সন্তান।	Sexism
LLM_SEX_002338	চাকরি করলেও মেয়েরা তো শেষ পর্যন্ত ঘরনিই, তাই বাইরে এত বাড়াবাড়ি না করে ঘরে মন দেওয়াই ভালো।	Sexism
LLM_SEX_002339	মেয়েদের তো শরীর দেখিয়ে বুদ্ধি যাচাই করা হয়, মস্তিষ্কের কি দরকার?	Sexism
LLM_SEX_002340	আজকাল মেয়েরা বিয়ে করে শুধু টাকার জন্য, ভালোবাসা এদের কাছে একটা ফালতু অজুহাত।	Sexism
LLM_SEX_002341	এসব নারী অফিসাররা তো শুধু ফাইল সই করা বোঝে, মাঠের কাজ পুরুষরাই করে।	Sexism
LLM_SEX_002342	সমাজ নষ্ট হচ্ছে কারণ মেয়েরা এখন ঘরের লক্ষ্মী না হয়ে বাইরে পুরুষদের সাথে পাল্লা দিচ্ছে।	Sexism
LLM_SEX_002343	এই মহিলার শরীর তো পাবলিক প্রপার্টির মতো, সবাই ব্যবহার করতে পারে।	Sexism
LLM_SEX_002344	মেয়েদের মতামত তো শুধু ঘরের কোণার গসিপ, কাজের ক্ষেত্রে এদের কথা মূল্যহীন।	Sexism
LLM_SEX_002345	নারী নেত্রীর ভাষণ মানেই আবেগ আর চোখের জলের নাটক, দেশের সমস্যা সমাধান করতে পারে না।	Sexism
LLM_SEX_002346	রাত বিরাতে ঘরের বাইরে বেরোলে তো এমন হবেই, মেয়েদের সংযত থাকা উচিত।	Sexism
LLM_SEX_002347	মেয়েদের সিদ্ধান্ত তো সকালের শিশিরের মতো, একটু রোদ পড়লেই উধাও।	Sexism
LLM_SEX_002348	বিয়ে না করে এত ডিগ্রী নিয়ে কী লাভ, যখন সন্তান ধারণের বয়স শেষ হয়ে যাবে?	Sexism
LLM_SEX_002349	এই মহিলা রিপোর্টারের গলা এত কর্কশ, টিভির পর্দায় ওকে দেখতে ভালো লাগে না।	Sexism
LLM_SEX_002350	মিডিয়াতে মেয়েরা আসে শুধু পুরুষদের মনোযোগ কাড়তে, এদের কথা কেউ সিরিয়াসলি নেয় না।	Sexism
LLM_SEX_002351	এই বয়সেও নায়িকা সেজে ঘুরে বেড়াচ্ছে, লজ্জা করে না? বুড়ো হাড়ে ভেল্কি দেখানোর বয়স তো শেষ।	Sexism
